case_number,service_type,opened_date_time,support_plan,account_type,severity,technology_level_1,technology_level_2,technology_level_3,assignment_group,assignment_count,meaningful_comm_count,first_meaningful_comm_duration_mins,all_avg_meaningful_comm_duration_mins,case_origination_source,case_origination_user_type,case_origination_day,case_origination_time,severity_change,age_of_account_days,life_time_invoice_usd,recurring_invoice_usd,case_duration_days,country
cs0003823,technical,11/14/2018,premium,payg,3,level_1_5,level_2_17,level_3_7,group_6,0,0,0,0,source_5,employee,weekday,non_prime_time,no,1903,3917113.37,15505.1,0,germany
cs0003824,technical,11/14/2018,basic,payg,4,level_1_3,level_2_17,level_3_73,group_4,0,1,0.018217593,0.018217593,source_5,employee,weekday,prime_time,no,684,34.59,,0,israel
cs0003825,technical,11/14/2018,standard,subscription,4,level_1_9,level_2_17,level_3_133,group_9,0,0,0,0,source_5,employee,weekday,prime_time,no,1261,2865682.25,51397.11,0,brazil
cs0003826,technical,11/14/2018,basic,payg,4,level_1_3,level_2_17,level_3_73,group_4,0,1,0.026157407,0.026157407,source_5,employee,weekday,prime_time,no,3092,300331.12,13092.45,0,united states
cs0003827,technical,11/14/2018,basic,payg,4,level_1_5,level_2_17,level_3_7,group_6,0,1,0.021793981,0.021793981,source_5,employee,weekday,prime_time,no,519,447.76,72,0,canada
cs0003828,technical,11/14/2018,premium,payg,3,level_1_5,level_2_17,level_3_7,group_6,0,3,0.038055556,0.018935185,source_5,employee,weekday,prime_time,no,2267,14743385.33,348813.1,12,united states
cs0003829,technical,11/14/2018,basic,payg,4,level_1_3,level_2_17,level_3_112,group_4,1,2,0.006261574,0.048472222,source_5,employee,weekday,prime_time,no,1729,243611.1,3434.91,7,chile
cs0003830,non technical,11/14/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,7.367222222,7.367222222,source_5,employee,weekday,prime_time,no,725,315.21,,8,united states
cs0003831,non technical,11/14/2018,basic,payg,4,level_1_7,level_2_23,level_3_137,group_13,0,1,0.424375,0.424375,source_5,employee,weekday,prime_time,no,5545,52.75,,1,malaysia
cs0003832,technical,11/15/2018,basic,payg,3,level_1_3,level_2_17,level_3_73,group_4,0,3,0.016747685,0.023449074,source_5,employee,weekday,non_prime_time,no,3670,188623.9,2356.01,7,united states
cs0003833,non technical,11/15/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,2,5,0.914444444,0.184270833,source_5,employee,weekday,non_prime_time,no,4682,24112.72,472.43,8,turkey
cs0003834,technical,11/15/2018,premium,payg,2,level_1_9,level_2_17,level_3_133,group_9,0,2,0.0109375,0.011840278,source_5,employee,weekday,prime_time,no,3582,27012294.71,953018.81,7,united states
cs0003835,technical,11/15/2018,basic,payg,3,level_1_6,level_2_17,level_3_74,group_7,0,3,1.700277778,1.254467593,source_5,employee,weekday,prime_time,no,2650,267360.69,,13,united states
cs0003836,technical,11/16/2018,basic,payg,4,level_1_5,level_2_17,level_3_7,group_6,0,5,0.026574074,0.068240741,source_5,employee,weekday,non_prime_time,no,513,105195.5,8489.85,4,france
cs0003837,technical,11/16/2018,basic,payg,4,level_1_3,level_2_23,level_3_137,group_4,0,1,0.03962963,0.03962963,source_5,employee,weekday,prime_time,no,749,0,0,7,serbia
cs0003838,non technical,11/16/2018,basic,payg,4,level_1_7,level_2_23,level_3_137,group_13,0,1,0.607835648,0.607835648,source_5,employee,weekday,prime_time,no,449,17.55,16,1,canada
cs0003839,non technical,11/16/2018,basic,payg,4,level_1_7,level_2_23,level_3_137,group_13,0,1,0.531273148,0.531273148,source_5,employee,weekday,prime_time,no,1587,1903421.21,7674.17,1,united states
cs0003840,non technical,11/17/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,3,0,0.348009259,source_5,employee,weekend,prime_time,no,4682,9700,194,3,united kingdom
cs0003841,non technical,11/17/2018,basic,payg,4,level_1_7,level_2_23,level_3_137,group_13,0,1,0.118472222,0.118472222,source_5,employee,weekend,prime_time,no,1771,1409.82,27.6,0,united states
cs0003842,non technical,11/17/2018,basic,payg,4,level_1_7,level_2_17,level_3_119,group_13,1,2,0.007071759,0.003530093,source_5,employee,weekend,prime_time,no,399,91.8,17.52,0,united states
cs0003843,technical,11/17/2018,basic,payg,1,level_1_3,level_2_17,level_3_137,group_4,2,8,0,0.003645833,source_5,employee,weekend,prime_time,no,3914,11729.91,260,7,united states
cs0003844,non technical,11/17/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,0.429201389,0.429201389,source_5,employee,weekend,prime_time,no,1944,10889.1,1075.5,1,ghana
cs0003845,technical,11/17/2018,basic,payg,4,level_1_3,level_2_17,level_3_2,group_4,1,2,1.554548611,0.777268519,source_5,employee,weekend,prime_time,no,2764,9439.99,0,9,united states
cs0003846,technical,11/18/2018,basic,payg,4,level_1_3,level_2_17,level_3_90,group_4,0,4,0.004328704,0.015416667,source_5,employee,weekend,prime_time,no,1043,453664.11,3789.02,7,colombia
cs0003847,technical,11/18/2018,basic,payg,4,level_1_3,level_2_23,level_3_137,group_4,2,7,0.0603125,0.019074074,source_5,employee,weekend,prime_time,no,4150,262215.44,5376.2,8,united states
cs0003848,technical,11/18/2018,basic,payg,3,level_1_3,level_2_17,level_3_117,group_4,0,16,0.012025463,0.018506944,source_5,employee,weekend,prime_time,no,2148,500181.01,4083.01,7,canada
cs0003849,non technical,11/18/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,0,1,0.017118056,0.017118056,source_5,employee,weekend,prime_time,no,961,755.85,,12,chile
cs0003850,non technical,11/20/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,1,2,0.005497685,0.188530093,source_5,employee,weekday,non_prime_time,no,2631,1266303.12,35606.24,0,united kingdom
cs0003851,,11/20/2018,basic,payg,4,,level_2_17,level_3_141,group_25,0,4,0.214259259,0.055671296,source_5,employee,weekday,non_prime_time,no,691,9237.6,321.91,5,japan
cs0003852,non technical,11/20/2018,basic,subscription,4,level_1_7,level_2_17,level_3_137,group_13,0,3,0,0,source_5,employee,weekday,non_prime_time,no,799,3885.32,0,27,united kingdom
cs0003853,,11/20/2018,basic,payg,4,,level_2_17,level_3_93,group_1,1,29,0.183622685,0.149513889,source_5,employee,weekday,prime_time,no,832,1415.26,,9,india
cs0003854,,11/20/2018,basic,payg,4,,level_2_17,level_3_137,group_15,0,2,1.16E-05,0.585416667,source_5,employee,weekday,prime_time,no,691,231125.45,9247.73,1,slovakia
cs0003855,,11/20/2018,standard,payg,4,,level_2_17,level_3_137,group_15,3,11,0,0.481412037,source_5,employee,weekday,prime_time,no,1205,3255959.12,138902.53,10,canada
cs0003856,non technical,11/20/2018,basic,payg,4,level_1_7,level_2_16,level_3_137,group_13,0,1,0.165185185,0.165185185,source_5,employee,weekday,prime_time,no,2038,1529605.39,43845.71,0,taiwan
cs0003857,technical,11/21/2018,basic,payg,3,level_1_3,level_2_17,level_3_73,group_4,0,2,0.028715278,0.014351852,source_5,employee,weekday,non_prime_time,no,1686,3447.6,42.63,0,hong kong
cs0003858,technical,11/21/2018,basic,payg,4,level_1_6,level_2_17,level_3_74,group_7,0,3,1.342511574,0.450462963,source_5,employee,weekday,prime_time,no,4479,1923730.64,16488.77,8,united states
cs0003859,non technical,11/21/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,0,0,source_5,employee,weekday,prime_time,no,1972,-599576,,0,china
cs0003860,non technical,11/21/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,0,0,0,source_5,employee,weekday,prime_time,no,1685,42809.29,213.35,0,brazil
cs0003861,technical,11/21/2018,basic,payg,4,level_1_3,level_2_17,level_3_120,group_4,1,5,0.028020833,0.039675926,source_5,employee,weekday,prime_time,no,1632,150182.08,3728.46,8,mexico
cs0003862,non technical,11/22/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,1,4,0.005335648,0.001331019,source_5,employee,weekday,non_prime_time,no,960,34.07,0,8,sweden
cs0003863,technical,11/22/2018,basic,payg,3,level_1_3,level_2_17,level_3_116,group_4,1,3,0.005173611,0.001724537,source_5,employee,weekday,prime_time,no,1876,7207.87,,7,argentina
cs0003864,technical,11/23/2018,basic,payg,2,level_1_3,level_2_17,level_3_73,group_4,0,4,0.002164352,0.001724537,source_5,employee,weekday,prime_time,no,1119,537203.23,11738.21,7,united kingdom
cs0003865,technical,11/24/2018,basic,payg,3,level_1_3,level_2_17,level_3_137,group_4,0,6,0,0.005324074,source_5,employee,weekend,prime_time,no,4403,4860.47,,4,canada
cs0003866,technical,11/25/2018,basic,payg,3,level_1_3,level_2_17,level_3_65,group_4,1,2,0.0575,0.030300926,source_5,employee,weekend,prime_time,no,4682,4363,86,7,united states
cs0003867,,11/25/2018,basic,payg,4,,level_2_17,level_3_73,group_25,0,3,0.006655093,0.008993056,source_5,employee,weekend,prime_time,no,882,35999.96,1071.87,1,japan
cs0003868,technical,11/26/2018,basic,payg,4,level_1_3,level_2_17,level_3_73,group_4,0,1,0.088263889,0.088263889,source_5,employee,weekday,prime_time,no,1708,92030.39,1409.74,1,italy
cs0003869,technical,11/27/2018,basic,payg,3,level_1_3,level_2_17,level_3_73,group_4,0,4,0.108981481,0.07900463,source_5,employee,weekday,non_prime_time,no,1772,1169474.85,20175.3,8,france
cs0003870,non technical,11/28/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,2,0,0.07375,source_5,employee,weekday,prime_time,no,778,6875.5,0,1,united kingdom
cs0003871,non technical,11/28/2018,basic,payg,4,level_1_7,level_2_23,level_3_137,group_13,0,1,1.572118056,1.572118056,source_5,employee,weekday,prime_time,no,4817,12564.59,113.29,2,united states
cs0003872,non technical,11/29/2018,basic,payg,4,level_1_7,level_2_23,level_3_137,group_13,0,1,0.258148148,0.258148148,source_5,employee,weekday,non_prime_time,no,398,0,0,0,netherlands
cs0003873,technical,11/29/2018,premium,payg,3,level_1_6,level_2_23,level_3_137,group_7,1,4,0.736979167,0.184236111,source_5,employee,weekday,prime_time,no,1637,13131941.45,241524.86,10,united states
cs0003874,technical,11/29/2018,basic,payg,4,level_1_3,level_2_17,level_3_73,group_4,0,2,0.019143519,0.009571759,source_5,employee,weekday,prime_time,no,3814,199913.34,5146.61,7,mexico
cs0003875,non technical,11/29/2018,basic,payg,4,level_1_7,level_2_23,level_3_137,group_13,0,1,0.790787037,0.790787037,source_5,employee,weekday,prime_time,no,5791,68837,,1,chile
cs0003876,technical,11/29/2018,basic,payg,3,level_1_3,level_2_17,level_3_137,group_4,0,2,0,0,source_5,employee,weekday,prime_time,no,4736,18978,,7,united states
cs0003877,,11/29/2018,basic,payg,4,,level_2_17,level_3_72,group_25,0,3,0.008831019,0.008645833,source_5,employee,weekday,prime_time,no,1035,144874.12,2785.79,8,japan
cs0003878,technical,11/30/2018,basic,payg,2,level_1_3,level_2_17,level_3_117,group_4,0,4,0.140243056,0.0478125,source_5,employee,weekday,prime_time,no,1115,1190.6,,4,germany
cs0003879,technical,12/3/2018,basic,payg,3,level_1_9,level_2_17,level_3_133,group_9,0,2,0.001331019,0.000659722,source_5,employee,weekday,non_prime_time,no,2275,12207.26,280.2,7,canada
cs0003880,,12/3/2018,basic,payg,3,,level_2_17,level_3_116,group_25,0,7,0.006863426,0.019583333,source_5,employee,weekday,prime_time,no,2039,25981.38,188.89,10,japan
cs0003881,technical,12/3/2018,basic,payg,4,level_1_3,level_2_17,level_3_117,group_4,0,1,0.041597222,0.041597222,source_5,employee,weekday,prime_time,no,4223,13378.43,257.16,1,australia
cs0003882,non technical,12/4/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,2,0,0,source_5,employee,weekday,non_prime_time,no,1740,3924.06,66,0,united states
cs0003883,non technical,12/6/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,34.04200231,34.04200231,source_5,employee,weekday,prime_time,no,1434,2795.05,243.52,34,france
cs0003884,non technical,12/7/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,0,1,7.552476852,7.552476852,source_5,employee,weekday,prime_time,no,3166,23340.8,535.05,15,czech republic
cs0003885,technical,12/10/2018,basic,payg,2,level_1_3,level_2_17,level_3_117,group_4,0,17,0.208819444,0.034444444,source_5,employee,weekday,non_prime_time,no,5500,21272.68,430.28,12,malaysia
cs0003886,technical,12/11/2018,basic,payg,4,level_1_3,level_2_17,level_3_73,group_4,0,1,0.069861111,0.069861111,source_5,employee,weekday,non_prime_time,no,358,17285.79,2756,0,united kingdom
cs0003887,technical,12/11/2018,premium,payg,3,level_1_3,level_2_17,level_3_115,group_4,1,7,0.056782407,0.013611111,source_5,employee,weekday,prime_time,no,1637,13131941.45,241524.86,11,united states
cs0003888,non technical,12/11/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,4,8.10E-05,1.16E-05,source_5,employee,weekday,prime_time,no,331,,,13,united states
cs0003889,technical,12/11/2018,basic,payg,4,level_1_3,level_2_17,level_3_117,group_4,0,1,0.100706019,0.100706019,source_5,employee,weekday,prime_time,no,713,4742.67,,0,united states
cs0003890,technical,12/12/2018,basic,payg,4,level_1_3,level_2_17,level_3_2,group_4,3,2,0.016585648,0.021724537,source_5,employee,weekday,prime_time,no,2764,17695,0,1,turkey
cs0003891,technical,12/13/2018,basic,payg,4,level_1_3,level_2_17,level_3_73,group_4,0,6,1.125659722,0.220428241,source_5,employee,weekday,non_prime_time,no,415,17741.26,1073.34,10,india
cs0003892,,12/13/2018,basic,payg,4,,level_2_17,level_3_137,group_25,0,11,0,0.008391204,source_5,employee,weekday,prime_time,no,1413,53174.26,1192.84,5,japan
cs0003893,technical,12/14/2018,standard,payg,3,level_1_3,level_2_17,level_3_133,group_4,1,2,0.06099537,0.031805556,source_5,employee,weekday,non_prime_time,no,1667,978931.48,40826.24,7,united states
cs0003894,technical,12/14/2018,basic,subscription,4,level_1_5,level_2_17,level_3_7,group_6,0,1,2.988680556,2.988680556,source_5,employee,weekday,prime_time,no,978,89.01,0,10,colombia
cs0003895,technical,12/18/2018,basic,payg,3,level_1_6,level_2_17,level_3_116,group_7,0,4,0.009074074,0.003344907,source_5,employee,weekday,prime_time,no,2183,39689.85,847,7,united states
cs0003896,,12/19/2018,basic,payg,4,,level_2_17,level_3_137,group_15,0,2,0,0,source_5,employee,weekday,prime_time,no,1765,4379638.32,90241,6,united states
cs0003897,technical,12/20/2018,basic,payg,4,level_1_5,level_2_17,level_3_7,group_6,0,2,6.100497685,3.050243056,source_5,employee,weekday,prime_time,no,2101,190059.57,5334.5,20,united states
cs0003898,non technical,12/21/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,2,4,0.011284722,0.12650463,source_5,employee,weekday,prime_time,no,4733,56069.9,124,11,canada
cs0003899,non technical,12/24/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,0,0,source_5,employee,weekday,prime_time,no,925,0.98,0,0,canada
cs0003900,,12/25/2018,basic,payg,4,,level_2_17,level_3_90,group_25,0,8,0.001689815,0.010196759,source_5,employee,weekday,prime_time,no,1126,51683.17,716.94,9,japan
cs0003901,non technical,12/27/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,0,0,source_5,employee,weekday,prime_time,no,1882,-2152.89,,30,canada
cs0003902,non technical,12/27/2018,basic,payg,3,level_1_7,level_2_17,level_3_137,group_13,3,14,2.31E-05,0.013645833,source_5,employee,weekday,prime_time,no,3972,167925.27,3473.72,3,brazil
cs0003903,non technical,12/27/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,17.45237269,17.45237269,source_5,employee,weekday,prime_time,no,2326,47949.04,437,18,brazil
cs0003904,,12/28/2018,basic,payg,4,,level_2_17,level_3_121,group_15,1,6,0.018136574,0.1465625,source_5,employee,weekday,prime_time,no,1533,15021.79,1248.63,5,philippines
cs0003905,non technical,12/31/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,0,1,17.48086806,17.48086806,source_5,employee,weekday,prime_time,no,5627,22089.01,217.9,26,united states
cs0003906,non technical,1/2/2019,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,0.668148148,0.668148148,source_5,employee,weekday,prime_time,no,4682,33446.5,623,1,greece
cs0003907,non technical,1/4/2019,basic,payg,4,level_1_7,level_2_17,level_3_119,group_13,1,2,0.005972222,0.002986111,source_5,employee,weekday,non_prime_time,no,1563,761945.35,,0,united kingdom
cs0003908,technical,1/5/2019,basic,payg,3,level_1_3,level_2_17,level_3_73,group_4,2,11,0.015393519,0.011388889,source_5,employee,weekend,non_prime_time,no,4276,360789.04,8690.99,7,united states
cs0003909,non technical,1/5/2019,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,2.627384259,2.627384259,source_5,employee,weekend,prime_time,no,1557,197651.15,3053.27,3,hong kong
cs0003910,technical,1/7/2019,basic,payg,4,level_1_3,level_2_17,level_3_73,group_4,0,1,0.029236111,0.029236111,source_5,employee,weekday,prime_time,no,971,124717.39,2884.05,7,canada
cs0003911,technical,1/7/2019,basic,payg,4,level_1_3,level_2_17,level_3_73,group_4,0,2,0.014884259,0.00744213,source_5,employee,weekday,prime_time,no,631,72700.75,1257.66,9,peru
cs0003912,,1/8/2019,basic,payg,4,,level_2_17,level_3_141,group_18,0,3,0.005127315,0.002083333,source_5,employee,weekday,prime_time,no,1765,4379638.32,90241,0,united states
cs0003913,technical,1/11/2019,basic,payg,4,level_1_3,level_2_17,level_3_73,group_4,0,6,0.030046296,0.012939815,source_5,employee,weekday,non_prime_time,no,303,0,151.52,8,brazil
cs0003914,non technical,1/12/2019,basic,payg,4,level_1_7,level_2_23,level_3_137,group_13,0,1,1.764398148,1.764398148,source_5,employee,weekend,prime_time,no,2886,60919.64,544.79,2,canada
cs0003915,technical,1/19/2019,basic,payg,3,level_1_3,level_2_17,level_3_116,group_4,1,2,0.019710648,0.009849537,source_5,employee,weekend,prime_time,no,291,272.1,25.21,7,brazil
cs0003916,non technical,1/21/2019,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,0,1,0.667569444,0.667569444,source_5,employee,weekday,non_prime_time,no,1948,139221.21,0,0,india
cs0003917,,1/23/2019,basic,payg,4,,level_2_17,level_3_137,group_18,0,2,0,0,source_5,employee,weekday,prime_time,no,3647,160460.72,,5,bermuda
cs0003918,non technical,1/23/2019,basic,payg,4,level_1_7,level_2_23,level_3_137,group_13,0,1,0.007800926,0.007800926,source_5,employee,weekday,prime_time,no,4545,27220.98,396.9,0,panama
cs0003919,technical,1/26/2019,basic,payg,4,level_1_3,level_2_17,level_3_117,group_4,0,1,0.049780093,0.049780093,source_5,employee,weekend,prime_time,no,4615,29962.65,300.25,7,brazil
cs0003920,technical,1/28/2019,basic,payg,4,level_1_6,level_2_17,level_3_116,group_7,0,7,1.132060185,0.636342593,source_5,employee,weekday,prime_time,no,317,2917.92,1235.19,30,brazil
cs0003921,technical,1/28/2019,premium,payg,4,level_1_6,level_2_17,level_3_116,group_7,0,2,0.020138889,0.011145833,source_5,employee,weekday,prime_time,no,4244,65005512.65,1666052.02,7,united states
cs0003922,non technical,1/29/2019,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,0.000798611,0.000798611,source_5,employee,weekday,prime_time,no,1589,461706.27,8130.92,0,united states
cs0003923,technical,1/30/2019,basic,payg,4,level_1_5,level_2_17,level_3_112,group_6,0,2,2.011284722,1.018090278,source_5,employee,weekday,non_prime_time,no,2123,142742.52,4378.93,2,netherlands
cs0003924,,1/30/2019,basic,payg,4,,level_2_17,level_3_127,group_18,0,4,0.005613426,0.003773148,source_5,employee,weekday,prime_time,no,1052,211813.59,6501.08,1,united states
