case_number,sentiment_overall,anger_overall,disgust_overall,fear_overall,joy_overall,sadness_overall,sentiment_conversation_last3,anger_sentiment_last3,disgust_sentiment_last3,fear_sentiment_last3,joy_sentiment_last3,sadness_sentiment_last3,sentiment_conversation_last,anger_conversation_last,disgust_conversation_last,fear_conversation_last,joy_conversation_last,sadness_conversation_last
cs000457,-0.631195,0.128934,0.093653,0.04651,0.077065,0.467932,-0.631195,0.128934,0.093653,0.04651,0.077065,0.467932,-0.57605,0.165447,0.040624,0.010525,0.02345,0.133085
cs0001779,,,,,,,,,,,,,,,,,,
cs0003061,,,,,,,,,,,,,,,,,,
cs0003272,-0.361002,0.051424,0.05928,0.070899,0.608189,0.465704,0.294849,0.070594,0.073216,0.089489,0.641693,0.502659,0.982238,0.037922,0.02324,0.019798,0.219792,0.059018
cs0001065,0.899734,0.100146,0.016956,0.009512,0.1024,0.117016,0.899734,0.100146,0.016956,0.009512,0.1024,0.117016,0.899734,0.100146,0.016956,0.009512,0.1024,0.117016
cs0002253,,,,,,,,,,,,,,,,,,
cs0002151,0.992762,0.061589,0.006862,0.003775,0.054371,0.038111,0.992762,0.061589,0.006862,0.003775,0.054371,0.038111,0.992762,0.061589,0.006862,0.003775,0.054371,0.038111
cs0001684,,,,,,,,,,,,,,,,,,
cs0001234,,,,,,,,,,,,,,,,,,
cs000555,,,,,,,,,,,,,,,,,,
cs0002744,0.889192,0.054206,0.021154,0.049283,0.67559,0.102406,0.889192,0.054206,0.021154,0.049283,0.67559,0.102406,0,0.097207,0.087769,0.147214,0.266722,0.081195
cs0003319,,,,,,,,,,,,,,,,,,
cs00022,0.729157,0.041687,0.042953,0.024239,0.472812,0.078032,0.729157,0.041687,0.042953,0.024239,0.472812,0.078032,0.729157,0.041687,0.042953,0.024239,0.472812,0.078032
cs0002743,,,,,,,,,,,,,,,,,,
cs000430,,,,,,,,,,,,,,,,,,
cs0001393,0.96349,0.074438,0.014143,0.07844,0.40338,0.306314,0.96349,0.074438,0.014143,0.07844,0.40338,0.306314,0.96349,0.074438,0.014143,0.07844,0.40338,0.306314
cs0003077,,,,,,,,,,,,,,,,,,
cs0001604,,,,,,,,,,,,,,,,,,
cs0001606,,,,,,,,,,,,,,,,,,
cs000376,,,,,,,,,,,,,,,,,,
cs000198,,,,,,,,,,,,,,,,,,
cs0002197,0.850405,0.01744,0.006245,0.008569,0.478693,0.055587,0.859148,0.012409,0.005743,0.007904,0.466162,0.04297,0.990099,0.002949,0.001495,0.001716,0.025619,0.039234
cs0001134,,,,,,,,,,,,,,,,,,
cs0002672,0.743658,0.052019,0.019105,0.032763,0.668182,0.44404,0.743658,0.052019,0.019105,0.032763,0.668182,0.44404,0.927371,0.046321,0.002109,0.01458,0.316081,0.054385
cs0001351,,,,,,,,,,,,,,,,,,
cs0001766,,,,,,,,,,,,,,,,,,
cs0002024,-0.533961,0.100687,0.037162,0.062263,0.08745,0.260742,0.305855,0.160733,0.037687,0.065533,0.006465,0.442215,0.860559,0.131261,0.009071,0.034749,0.071218,0.406827
cs0001072,,,,,,,,,,,,,,,,,,
cs0001267,,,,,,,,,,,,,,,,,,
cs000515,,,,,,,,,,,,,,,,,,
cs0002160,,,,,,,,,,,,,,,,,,
cs0002058,,,,,,,,,,,,,,,,,,
cs0002379,0,,,,,,0,,,,,,0,,,,,
cs000762,,,,,,,,,,,,,,,,,,
cs0003135,-0.506329,0.074332,0.034678,0.060836,0.643009,0.47998,-0.55583,0.079733,0.034467,0.06258,0.642552,0.512376,-0.428313,0.095139,0.049058,0.053019,0.644598,0.427873
cs0001120,,,,,,,,,,,,,,,,,,
cs0001946,0.256183,0.086365,0.07811,0.055747,0.112092,0.471503,-0.694405,0.060896,0.038314,0.050112,0.099261,0.429887,0,0.158208,0.064093,0.113752,0.014949,0.519566
cs0003248,,,,,,,,,,,,,,,,,,
cs0003258,0.499742,0.080682,0.043548,0.113245,0.544118,0.557473,0.442016,0.084269,0.046211,0.4136,0.61606,0.602544,0.979322,0.139691,0.007309,0.035943,0.549439,0.212819
cs0001200,0.498172,0.085015,0.430406,0.038333,0.439116,0.477082,0.632691,0.050818,0.00474,0.006818,0.030765,0.020489,0.991136,0.027366,0.005314,0.00462,0.097503,0.04098
cs0002572,,,,,,,,,,,,,,,,,,
cs0003149,-0.284055,0.132545,0.066151,0.041423,0.421432,0.142192,-0.284055,0.132545,0.066151,0.041423,0.421432,0.142192,0.366767,0.15626,0.011455,0.013964,0.09393,0.052336
cs0001519,,,,,,,,,,,,,,,,,,
cs0001634,-0.864471,0.483571,0.06292,0.103582,0.059772,0.668391,-0.837412,0.558909,0.086661,0.112002,0.042009,0.674228,-0.814015,0.152671,0.031304,0.205161,0.020639,0.693174
cs0001322,-0.329894,0.041211,0.021463,0.330994,0.033262,0.444546,-0.329894,0.041211,0.021463,0.330994,0.033262,0.444546,-0.869734,0.053333,0.070689,0.211554,0.010235,0.338482
cs0003204,-0.27741,0.083675,0.02499,0.078227,0.593555,0.173119,-0.27741,0.083675,0.02499,0.078227,0.593555,0.173119,0.997247,0.05136,0.003061,0.00741,0.848969,0.01419
cs0001160,,,,,,,,,,,,,,,,,,
cs0002402,,,,,,,,,,,,,,,,,,
cs0001210,,,,,,,,,,,,,,,,,,
cs0002451,-0.681449,0.183096,0.044246,0.22106,0.026699,0.493893,-0.681449,0.183096,0.044246,0.22106,0.026699,0.493893,-0.681449,0.183096,0.044246,0.22106,0.026699,0.493893
cs0002218,,,,,,,,,,,,,,,,,,
cs0002796,0.266281,0.057599,0.050607,0.671979,0.154065,0.54804,0.353762,0.061878,0.043526,0.673313,0.169517,0.506997,0.982871,0.012123,0.001661,0.00415,0.46467,0.021656
cs000390,0.458849,0.04464,0.030148,0.047705,0.521718,0.587121,0.458849,0.04464,0.030148,0.047705,0.521718,0.587121,0.458849,0.04464,0.030148,0.047705,0.521718,0.587121
cs0001413,,,,,,,,,,,,,,,,,,
cs0001821,0.435783,0.055965,0.032685,0.047571,0.081075,0.458965,0.682099,0.049592,0.014597,0.019728,0.142292,0.431582,0.739354,0.050288,0.00742,0.018018,0.349798,0.046457
cs0002499,,,,,,,,,,,,,,,,,,
cs000872,,,,,,,,,,,,,,,,,,
cs000314,,,,,,,,,,,,,,,,,,
cs000954,,,,,,,,,,,,,,,,,,
cs0002074,0.952952,0,0,0,0,0,0.952952,0,0,0,0,0,0.952952,0,0,0,0,0
cs0003369,-0.59168,0.046762,0.055927,0.029653,0.080311,0.457008,-0.435811,0.002147,0.001333,0.000406,0.022706,0.048643,0.474228,0.005908,0.018387,0.001059,0.022927,0.057455
cs000242,,,,,,,,,,,,,,,,,,
cs000407,,,,,,,,,,,,,,,,,,
cs0002787,0,0.047042,0.060116,0.044885,0.070336,0.141748,0,0.047042,0.060116,0.044885,0.070336,0.141748,0,0.047042,0.060116,0.044885,0.070336,0.141748
cs0003035,,,,,,,,,,,,,,,,,,
cs0001341,0.462514,0.098403,0.036437,0.078282,0.116506,0.119572,0.937417,0.055375,0.045003,0.085959,0.195363,0.063573,0.994611,0.011368,0.010796,0.016488,0.286216,0.020615
cs0001466,,,,,,,,,,,,,,,,,,
cs0003353,,,,,,,,,,,,,,,,,,
cs0002046,,,,,,,,,,,,,,,,,,
cs0003166,,,,,,,,,,,,,,,,,,
cs0002594,0.446051,0.447647,0.037484,0.082406,0.142267,0.624787,0.425557,0.470344,0.024501,0.093246,0.125883,0.691583,0.78918,0.022029,0.008307,0.019304,0.577609,0.024736
cs000260,,,,,,,,,,,,,,,,,,
cs000729,0.984887,0.056756,0.022752,0.005263,0.294986,0.03183,0.984887,0.056756,0.022752,0.005263,0.294986,0.03183,0.986181,0.046423,0.010212,0.004539,0.200191,0.015587
cs000603,0.530132,0.037681,0.009767,0.02854,0.64144,0.592227,0.530132,0.037681,0.009767,0.02854,0.64144,0.592227,0,0.067685,0.007471,0.024943,0.028178,0.050513
cs0002310,-0.390492,0.114259,0.061494,0.061084,0.434728,0.556325,-0.794662,0.212156,0.01828,0.045555,0.013497,0.356738,0,0.047465,0.016954,0.045954,0.126982,0.065733
cs0003380,,,,,,,,,,,,,,,,,,
cs000891,0.430899,0.04237,0.019347,0.088475,0.071681,0.569889,0.463989,0.03752,0.01495,0.668584,0.047419,0.598228,0.684432,0.00301,0.000774,0.002242,0.029694,0.006618
cs0001104,,,,,,,,,,,,,,,,,,
cs0001561,-0.588814,0.119527,0.460831,0.101407,0.079526,0.272916,-0.742198,0.001643,0.047965,0.014574,0.020422,0.194409,-0.83741,0.001052,0.077334,0.013546,0.019167,0.18888
cs0001183,0.336018,0.160103,0.01229,0.084114,0.069084,0.668961,0.336018,0.160103,0.01229,0.084114,0.069084,0.668961,0.336018,0.160103,0.01229,0.084114,0.069084,0.668961
cs0001241,0.44469,0.080447,0.07359,0.050401,0.098914,0.493947,0.512454,0.000187,1.00E-06,2.60E-05,0.026369,0.001723,0.838573,0.059695,0.039795,0.118653,0.173406,0.181131
cs0001697,,,,,,,,,,,,,,,,,,
cs0001723,,,,,,,,,,,,,,,,,,
cs0001407,-0.295182,0.079219,0.039886,0.054299,0.094138,0.15694,-0.295182,0.079219,0.039886,0.054299,0.094138,0.15694,-0.295182,0.079219,0.039886,0.054299,0.094138,0.15694
cs0003190,-0.37066,0.076037,0.051533,0.077365,0.129398,0.566298,0.945151,0.052686,0.031003,0.02564,0.026959,0.241772,0.832009,0.017405,0.012689,0.008817,0.095769,0.265654
cs000100,,,,,,,,,,,,,,,,,,
cs000355,,,,,,,,,,,,,,,,,,
cs000854,0.773037,,,,,,0.887931,0.028453,0.023693,0.042715,0.661966,0.46318,0.897425,0.027509,0.022623,0.0114,0.335609,0.335246
cs000411,,,,,,,,,,,,,,,,,,
cs0002752,0.796832,0.052561,0.056215,0.047428,0.104489,0.156294,0.796832,0.058359,0.029209,0.032927,0.112347,0.13558,0.756222,0.047558,0.009027,0.031091,0.063969,0.259518
cs0001536,0.331971,0.078532,0.027715,0.061475,0.093071,0.615455,0.331971,0.078532,0.027715,0.061475,0.093071,0.615455,0.812516,0.015065,0.004246,0.014321,0.114946,0.020166
cs00074,,,,,,,,,,,,,,,,,,
cs0002650,-0.573197,0.042912,0.022859,0.054853,0.072912,0.552589,-0.645429,0.054406,0.019718,0.05674,0.057452,0.568039,-0.701958,0.064163,0.021668,0.058863,0.061676,0.587014
cs0001778,,,,,,,,,,,,,,,,,,
cs0002960,0.99322,0.012899,0.013116,0.001046,0.323018,0.005301,0.99322,0.012899,0.013116,0.001046,0.323018,0.005301,0.99322,0.012899,0.013116,0.001046,0.323018,0.005301
cs0002789,,,,,,,,,,,,,,,,,,
cs0002851,0.24865,0.032691,0.013937,0.037176,0.632928,0.085502,0.24865,0.032691,0.013937,0.037176,0.632928,0.085502,0.24865,0.032691,0.013937,0.037176,0.632928,0.085502
cs0002728,,,,,,,,,,,,,,,,,,
cs000660,,,,,,,,,,,,,,,,,,
cs000859,-0.467304,,,,,,-0.467304,,,,,,-0.467304,,,,,
cs0003276,,,,,,,,,,,,,,,,,,
cs0002204,,,,,,,,,,,,,,,,,,
cs0001429,,,,,,,,,,,,,,,,,,
cs0001577,-0.472894,0.073385,0.048755,0.072002,0.460809,0.541586,-0.576371,0.069545,0.063935,0.080422,0.454651,0.565625,0.512441,0.031334,0.011096,0.030399,0.031789,0.178967
cs0002338,-0.446362,0.091839,0.025889,0.080957,0.033616,0.070079,-0.446362,0.091839,0.025889,0.080957,0.033616,0.070079,-0.446362,0.091839,0.025889,0.080957,0.033616,0.070079
cs0002221,0.808288,0.043124,0.020489,0.018505,0.431333,0.152014,0.8881,0.044679,0.036464,0.027518,0.438571,0.129556,0.958001,0.05658,0.006397,0.02604,0.428054,0.084617
cs0001980,,,,,,,,,,,,,,,,,,
cs0004,0.683499,0.035641,0.018054,0.02719,0.469544,0.064696,0.683499,0.035641,0.018054,0.02719,0.469544,0.064696,0.683499,0.035641,0.018054,0.02719,0.469544,0.064696
cs0001031,,,,,,,,,,,,,,,,,,
cs000643,,,,,,,,,,,,,,,,,,
cs0001446,0,0.058199,0.046971,0.106436,0.045334,0.250099,0,0.058199,0.046971,0.106436,0.045334,0.250099,0,0.058199,0.046971,0.106436,0.045334,0.250099
cs0002269,,,,,,,,,,,,,,,,,,
cs000579,,,,,,,,,,,,,,,,,,
cs0001552,,,,,,,,,,,,,,,,,,
cs0002958,-0.886508,0.232558,0.141552,0.110348,0.007092,0.747517,-0.886508,0.232558,0.141552,0.110348,0.007092,0.747517,-0.886508,0.232558,0.141552,0.110348,0.007092,0.747517
cs0001043,-0.947896,0.038603,0.010751,0.009642,0.043842,0.055277,-0.855474,0.051877,0.057213,0.075476,0.034087,0.179939,0,0.045783,0.074341,0.049401,0.052343,0.299505
cs000595,,,,,,,,,,,,,,,,,,
cs000868,,,,,,,,,,,,,,,,,,
cs000268,,,,,,,,,,,,,,,,,,
cs0002246,-0.379619,0.071245,0.044325,0.044081,0.491875,0.635761,0.403264,0.086436,0.040059,0.02936,0.505392,0.14104,0.949293,0.146385,0.031283,0.016266,0.325007,0.049378
cs000977,,,,,,,,,,,,,,,,,,
cs000140,0.673363,0.032055,0.400363,0.041015,0.646394,0.464281,0.673363,0.032055,0.400363,0.041015,0.646394,0.464281,0.697623,0.002746,0.002911,0.001611,0.031075,0.007972
cs0001414,,,,,,,,,,,,,,,,,,
cs0001720,,,,,,,,,,,,,,,,,,
cs0001005,,,,,,,,,,,,,,,,,,
cs000527,,,,,,,,,,,,,,,,,,
cs0001715,-0.84042,0.113088,0.079533,0.122022,0.049083,0.633429,-0.84042,0.113088,0.079533,0.122022,0.049083,0.633429,0.618365,0.131835,0.074307,0.081472,0.133577,0.160952
cs0002878,,,,,,,,,,,,,,,,,,
cs000950,,,,,,,,,,,,,,,,,,
cs0001320,,,,,,,,,,,,,,,,,,
cs0003328,,,,,,,,,,,,,,,,,,
cs0002966,,,,,,,,,,,,,,,,,,
cs0003265,,,,,,,,,,,,,,,,,,
cs0001667,0.940497,0.008594,0.007092,0.011268,0.362247,0.01801,0.940497,0.008594,0.007092,0.011268,0.362247,0.01801,0.940497,0.008594,0.007092,0.011268,0.362247,0.01801
cs000500,,,,,,,,,,,,,,,,,,
cs0002172,0.690906,0.080564,0.056174,0.095421,0.195122,0.231332,0.690906,0.080564,0.056174,0.095421,0.195122,0.231332,-0.958055,0.01578,0.025107,0.210072,0.013735,0.230043
cs0001836,,,,,,,,,,,,,,,,,,
cs0003959,,,,,,,,,,,,,,,,,,
cs0003385,,,,,,,,,,,,,,,,,,
cs0003958,,,,,,,,,,,,,,,,,,
cs0003957,,,,,,,,,,,,,,,,,,
cs0003955,,,,,,,,,,,,,,,,,,
cs0003956,,,,,,,,,,,,,,,,,,
cs0003947,,,,,,,,,,,,,,,,,,
cs0003954,,,,,,,,,,,,,,,,,,
cs0003953,,,,,,,,,,,,,,,,,,
cs0003951,,,,,,,,,,,,,,,,,,
cs0003952,,,,,,,,,,,,,,,,,,
cs0003950,,,,,,,,,,,,,,,,,,
cs0003949,,,,,,,,,,,,,,,,,,
cs0003944,,,,,,,,,,,,,,,,,,
cs0003945,,,,,,,,,,,,,,,,,,
cs0003948,,,,,,,,,,,,,,,,,,
cs0003946,,,,,,,,,,,,,,,,,,
cs0003383,,,,,,,,,,,,,,,,,,
cs0003384,,,,,,,,,,,,,,,,,,
cs0003943,,,,,,,,,,,,,,,,,,
cs0003937,,,,,,,,,,,,,,,,,,
cs0003938,,,,,,,,,,,,,,,,,,
cs0003933,,,,,,,,,,,,,,,,,,
cs0003382,,,,,,,,,,,,,,,,,,
cs0003936,,,,,,,,,,,,,,,,,,
cs0003940,,,,,,,,,,,,,,,,,,
cs0003941,,,,,,,,,,,,,,,,,,
cs0003934,,,,,,,,,,,,,,,,,,
cs0003939,,,,,,,,,,,,,,,,,,
cs0003942,,,,,,,,,,,,,,,,,,
cs0003932,,,,,,,,,,,,,,,,,,
cs0003935,,,,,,,,,,,,,,,,,,
cs0003920,,,,,,,,,,,,,,,,,,
cs0003930,,,,,,,,,,,,,,,,,,
cs0003926,,,,,,,,,,,,,,,,,,
cs0003928,,,,,,,,,,,,,,,,,,
cs0003929,,,,,,,,,,,,,,,,,,
cs0003925,,,,,,,,,,,,,,,,,,
cs0003931,,,,,,,,,,,,,,,,,,
cs0003927,,,,,,,,,,,,,,,,,,
cs0003921,,,,,,,,,,,,,,,,,,
cs0003919,,,,,,,,,,,,,,,,,,
cs0003917,,,,,,,,,,,,,,,,,,
cs0003924,,,,,,,,,,,,,,,,,,
cs0003905,,,,,,,,,,,,,,,,,,
cs0003923,,,,,,,,,,,,,,,,,,
cs0003901,,,,,,,,,,,,,,,,,,
cs0003922,,,,,,,,,,,,,,,,,,
cs0003756,,,,,,,,,,,,,,,,,,
cs0003913,,,,,,,,,,,,,,,,,,
cs0003915,,,,,,,,,,,,,,,,,,
cs0003916,,,,,,,,,,,,,,,,,,
cs0003918,,,,,,,,,,,,,,,,,,
cs0003911,,,,,,,,,,,,,,,,,,
cs0003903,,,,,,,,,,,,,,,,,,
cs0003910,,,,,,,,,,,,,,,,,,
cs0003883,,,,,,,,,,,,,,,,,,
cs0003909,,,,,,,,,,,,,,,,,,
cs0003914,,,,,,,,,,,,,,,,,,
cs0003908,,,,,,,,,,,,,,,,,,
cs0003386,,,,,,,,,,,,,,,,,,
cs0003906,,,,,,,,,,,,,,,,,,
cs0003907,,,,,,,,,,,,,,,,,,
cs0003897,,,,,,,,,,,,,,,,,,
cs0003912,,,,,,,,,,,,,,,,,,
cs0003894,,,,,,,,,,,,,,,,,,
cs0003900,,,,,,,,,,,,,,,,,,
cs0003898,,,,,,,,,,,,,,,,,,
cs0003904,,,,,,,,,,,,,,,,,,
cs0003788,,,,,,,,,,,,,,,,,,
cs0003896,,,,,,,,,,,,,,,,,,
cs0003888,,,,,,,,,,,,,,,,,,
cs0003887,,,,,,,,,,,,,,,,,,
cs0003902,,,,,,,,,,,,,,,,,,
cs0003895,,,,,,,,,,,,,,,,,,
cs0003885,,,,,,,,,,,,,,,,,,
cs0003884,,,,,,,,,,,,,,,,,,
cs0003899,,,,,,,,,,,,,,,,,,
cs0003891,,,,,,,,,,,,,,,,,,
cs0003893,,,,,,,,,,,,,,,,,,
cs0003890,,,,,,,,,,,,,,,,,,
cs0003852,,,,,,,,,,,,,,,,,,
cs0003892,,,,,,,,,,,,,,,,,,
cs0003880,,,,,,,,,,,,,,,,,,
cs0003882,,,,,,,,,,,,,,,,,,
cs0003876,,,,,,,,,,,,,,,,,,
cs0003886,,,,,,,,,,,,,,,,,,
cs0003889,,,,,,,,,,,,,,,,,,
cs0003879,,,,,,,,,,,,,,,,,,
cs0003864,,,,,,,,,,,,,,,,,,
cs0003805,,,,,,,,,,,,,,,,,,
cs0003872,,,,,,,,,,,,,,,,,,
cs0003858,,,,,,,,,,,,,,,,,,
cs0003877,,,,,,,,,,,,,,,,,,
cs0003862,,,,,,,,,,,,,,,,,,
cs0003871,,,,,,,,,,,,,,,,,,
cs0003873,,,,,,,,,,,,,,,,,,
cs0003855,,,,,,,,,,,,,,,,,,
cs0003874,,,,,,,,,,,,,,,,,,
cs0003878,,,,,,,,,,,,,,,,,,
cs0003870,,,,,,,,,,,,,,,,,,
cs0003869,,,,,,,,,,,,,,,,,,
cs0003849,,,,,,,,,,,,,,,,,,
cs0003863,,,,,,,,,,,,,,,,,,
cs0003875,,,,,,,,,,,,,,,,,,
cs0003631,,,,,,,,,,,,,,,,,,
cs0003861,,,,,,,,,,,,,,,,,,
cs0003881,,,,,,,,,,,,,,,,,,
cs0003792,,,,,,,,,,,,,,,,,,
cs0003804,,,,,,,,,,,,,,,,,,
cs0003796,,,,,,,,,,,,,,,,,,
cs0003837,,,,,,,,,,,,,,,,,,
cs0003754,,,,,,,,,,,,,,,,,,
cs0003866,,,,,,,,,,,,,,,,,,
cs0003835,,,,,,,,,,,,,,,,,,
cs0003570,,,,,,,,,,,,,,,,,,
cs0003853,,,,,,,,,,,,,,,,,,
cs0003814,,,,,,,,,,,,,,,,,,
cs0003868,,,,,,,,,,,,,,,,,,
cs0003845,,,,,,,,,,,,,,,,,,
cs0003815,,,,,,,,,,,,,,,,,,
cs0003843,,,,,,,,,,,,,,,,,,
cs0003840,,,,,,,,,,,,,,,,,,
cs0003821,,,,,,,,,,,,,,,,,,
cs0003807,,,,,,,,,,,,,,,,,,
cs0003865,,,,,,,,,,,,,,,,,,
cs0003831,,,,,,,,,,,,,,,,,,
cs0003809,,,,,,,,,,,,,,,,,,
cs0003828,,,,,,,,,,,,,,,,,,
cs0003847,,,,,,,,,,,,,,,,,,
cs0003820,,,,,,,,,,,,,,,,,,
cs0003857,,,,,,,,,,,,,,,,,,
cs0003848,,,,,,,,,,,,,,,,,,
cs0003851,,,,,,,,,,,,,,,,,,
cs0003867,,,,,,,,,,,,,,,,,,
cs0003860,,,,,,,,,,,,,,,,,,
cs0003838,,,,,,,,,,,,,,,,,,
cs0003839,,,,,,,,,,,,,,,,,,
cs0003829,,,,,,,,,,,,,,,,,,
cs0003846,,,,,,,,,,,,,,,,,,
cs0003783,,,,,,,,,,,,,,,,,,
cs0003813,,,,,,,,,,,,,,,,,,
cs0003832,,,,,,,,,,,,,,,,,,
cs0003798,,,,,,,,,,,,,,,,,,
cs0003811,,,,,,,,,,,,,,,,,,
cs0003833,,,,,,,,,,,,,,,,,,
cs0003834,,,,,,,,,,,,,,,,,,
cs0003402,,,,,,,,,,,,,,,,,,
cs0003393,,,,,,,,,,,,,,,,,,
cs0003812,,,,,,,,,,,,,,,,,,
cs0003859,,,,,,,,,,,,,,,,,,
cs0003841,,,,,,,,,,,,,,,,,,
cs0003842,,,,,,,,,,,,,,,,,,
cs0003801,,,,,,,,,,,,,,,,,,
cs0003786,,,,,,,,,,,,,,,,,,
cs0003830,,,,,,,,,,,,,,,,,,
cs0003746,,,,,,,,,,,,,,,,,,
cs0003854,,,,,,,,,,,,,,,,,,
cs0003850,,,,,,,,,,,,,,,,,,
cs0003802,,,,,,,,,,,,,,,,,,
cs0003856,,,,,,,,,,,,,,,,,,
cs0003808,,,,,,,,,,,,,,,,,,
cs0003822,,,,,,,,,,,,,,,,,,
cs0003789,,,,,,,,,,,,,,,,,,
cs0003836,,,,,,,,,,,,,,,,,,
cs0003407,,,,,,,,,,,,,,,,,,
cs0003506,,,,,,,,,,,,,,,,,,
cs0003490,,,,,,,,,,,,,,,,,,
cs0003767,,,,,,,,,,,,,,,,,,
cs0003398,,,,,,,,,,,,,,,,,,
cs0003761,,,,,,,,,,,,,,,,,,
cs0003749,,,,,,,,,,,,,,,,,,
cs0003784,,,,,,,,,,,,,,,,,,
cs0003819,,,,,,,,,,,,,,,,,,
cs0003395,,,,,,,,,,,,,,,,,,
cs0003799,,,,,,,,,,,,,,,,,,
cs0003737,,,,,,,,,,,,,,,,,,
cs0003816,,,,,,,,,,,,,,,,,,
cs0003764,,,,,,,,,,,,,,,,,,
cs0003771,,,,,,,,,,,,,,,,,,
cs0003844,,,,,,,,,,,,,,,,,,
cs0003399,,,,,,,,,,,,,,,,,,
cs0003793,,,,,,,,,,,,,,,,,,
cs0003810,,,,,,,,,,,,,,,,,,
cs0003823,,,,,,,,,,,,,,,,,,
cs0003803,,,,,,,,,,,,,,,,,,
cs0003667,,,,,,,,,,,,,,,,,,
cs0003701,,,,,,,,,,,,,,,,,,
cs0003649,,,,,,,,,,,,,,,,,,
cs0003800,,,,,,,,,,,,,,,,,,
cs0003824,,,,,,,,,,,,,,,,,,
cs0003826,,,,,,,,,,,,,,,,,,
cs0003827,,,,,,,,,,,,,,,,,,
cs0003795,,,,,,,,,,,,,,,,,,
cs0003794,,,,,,,,,,,,,,,,,,
cs0003773,,,,,,,,,,,,,,,,,,
cs0003825,,,,,,,,,,,,,,,,,,
cs0003818,,,,,,,,,,,,,,,,,,
cs0003770,,,,,,,,,,,,,,,,,,
cs0003780,,,,,,,,,,,,,,,,,,
cs0003758,,,,,,,,,,,,,,,,,,
cs0003785,,,,,,,,,,,,,,,,,,
cs0003817,,,,,,,,,,,,,,,,,,
cs0003806,,,,,,,,,,,,,,,,,,
cs0003711,,,,,,,,,,,,,,,,,,
cs0003772,,,,,,,,,,,,,,,,,,
cs0003774,,,,,,,,,,,,,,,,,,
cs0003750,,,,,,,,,,,,,,,,,,
cs0003790,,,,,,,,,,,,,,,,,,
cs0003778,,,,,,,,,,,,,,,,,,
cs0003742,,,,,,,,,,,,,,,,,,
cs0003724,,,,,,,,,,,,,,,,,,
cs0003726,,,,,,,,,,,,,,,,,,
cs0003735,,,,,,,,,,,,,,,,,,
cs0003775,,,,,,,,,,,,,,,,,,
cs0003768,,,,,,,,,,,,,,,,,,
cs0003714,,,,,,,,,,,,,,,,,,
cs0003755,,,,,,,,,,,,,,,,,,
cs0003791,,,,,,,,,,,,,,,,,,
cs0003797,,,,,,,,,,,,,,,,,,
cs0003787,,,,,,,,,,,,,,,,,,
cs0003730,,,,,,,,,,,,,,,,,,
cs0003781,,,,,,,,,,,,,,,,,,
cs0003624,,,,,,,,,,,,,,,,,,
cs0003777,,,,,,,,,,,,,,,,,,
cs0003732,,,,,,,,,,,,,,,,,,
cs0003753,,,,,,,,,,,,,,,,,,
cs0003769,,,,,,,,,,,,,,,,,,
cs0003779,,,,,,,,,,,,,,,,,,
cs0003641,,,,,,,,,,,,,,,,,,
cs0003752,,,,,,,,,,,,,,,,,,
cs0003744,,,,,,,,,,,,,,,,,,
cs0003776,,,,,,,,,,,,,,,,,,
cs0003733,,,,,,,,,,,,,,,,,,
cs0003740,,,,,,,,,,,,,,,,,,
cs0003725,,,,,,,,,,,,,,,,,,
cs0003687,,,,,,,,,,,,,,,,,,
cs0003676,,,,,,,,,,,,,,,,,,
cs0003782,,,,,,,,,,,,,,,,,,
cs0003747,,,,,,,,,,,,,,,,,,
cs0003673,,,,,,,,,,,,,,,,,,
cs0003748,,,,,,,,,,,,,,,,,,
cs0003751,,,,,,,,,,,,,,,,,,
cs0003706,,,,,,,,,,,,,,,,,,
cs0003728,,,,,,,,,,,,,,,,,,
cs0003729,,,,,,,,,,,,,,,,,,
cs0003700,,,,,,,,,,,,,,,,,,
cs0003743,,,,,,,,,,,,,,,,,,
cs0003672,,,,,,,,,,,,,,,,,,
cs0003760,,,,,,,,,,,,,,,,,,
cs0003736,,,,,,,,,,,,,,,,,,
cs0003699,,,,,,,,,,,,,,,,,,
cs0003723,,,,,,,,,,,,,,,,,,
cs0003381,,,,,,,,,,,,,,,,,,
cs0003422,,,,,,,,,,,,,,,,,,
cs0003766,,,,,,,,,,,,,,,,,,
cs0003759,,,,,,,,,,,,,,,,,,
cs0003765,,,,,,,,,,,,,,,,,,
cs0003704,,,,,,,,,,,,,,,,,,
cs0003691,,,,,,,,,,,,,,,,,,
cs0003693,,,,,,,,,,,,,,,,,,
cs0003717,,,,,,,,,,,,,,,,,,
cs0003763,,,,,,,,,,,,,,,,,,
cs0003762,,,,,,,,,,,,,,,,,,
cs0003707,,,,,,,,,,,,,,,,,,
cs0003675,,,,,,,,,,,,,,,,,,
cs0003666,,,,,,,,,,,,,,,,,,
cs0003739,,,,,,,,,,,,,,,,,,
cs0003684,,,,,,,,,,,,,,,,,,
cs0003757,,,,,,,,,,,,,,,,,,
cs0003745,,,,,,,,,,,,,,,,,,
cs0003682,,,,,,,,,,,,,,,,,,
cs0003719,,,,,,,,,,,,,,,,,,
cs0003722,,,,,,,,,,,,,,,,,,
cs0003674,,,,,,,,,,,,,,,,,,
cs0003712,,,,,,,,,,,,,,,,,,
cs0003696,,,,,,,,,,,,,,,,,,
cs0003715,,,,,,,,,,,,,,,,,,
cs0003731,,,,,,,,,,,,,,,,,,
